timestamp,session_id,source_ip,method,path,status,user_agent,category,repetitive_path_count
2026-05-28T08:48:25.214863,normal_b9a48a,192.168.3.212,GET,/api/product/1,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,normal,0
2026-05-28T08:02:39.650000,attack_invalid_item_value_001548,10.5.199.205,GET,/api/items/abc!@#,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,invalid_item_value,0
2026-05-28T09:40:02.603000,malicious_credential_stuffer_bb31dd,10.1.71.73,POST,/api/login,401,python-requests/2.31.0,malicious_crawler,0
2026-05-28T08:01:54.630000,attack_csrf_73ae32,10.2.106.199,GET,/api/delete-account?confirm=yes,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,csrf,0
2026-05-28T09:26:40.026000,malicious_ddos_tool_d6c844,10.1.127.201,GET,/api/search?q=laptop,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T08:00:26.681000,attack_directory_traversal_062d2d,10.2.230.230,GET,/api/backup?path=..%2f..%2fconfig,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,directory_traversal,0
2026-05-28T08:00:38.637000,attack_directory_traversal_6f78b1,10.2.40.169,GET,/api/backup?path=..%2f..%2fconfig,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,directory_traversal,0
2026-05-28T08:00:28.061000,attack_directory_traversal_94a3a0,10.4.71.153,GET,/api/view?name=../../proc/self/environ,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,directory_traversal,0
2026-05-28T08:00:30.147000,attack_unauthorized_access_0bd066,10.1.107.226,GET,/api/internal/metrics,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,unauthorized_access,0
2026-05-28T08:53:05.465000,malicious_ddos_tool_a590fe,10.5.230.127,GET,/api/search?q=laptop,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T08:00:47.122000,attack_directory_traversal_559e9a,10.4.59.74,GET,/api/export?file=....//....//etc/hosts,200,Go-http-client/2.0,directory_traversal,0
2026-05-28T08:01:27.016000,attack_sensitive_data_leakage_0f7140,10.3.126.86,GET,/api/debug/env,200,curl/7.88.1,sensitive_data_leakage,0
2026-05-28T08:00:13.522000,attack_sql_injection_6c30bf,10.2.196.217,GET,/api/products?id=1 AND 1=1,200,Go-http-client/2.0,sql_injection,0
2026-05-28T09:42:57.988000,malicious_ddos_tool_928b1a,10.4.118.126,GET,/api/login,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T08:00:45.102000,attack_unauthorized_access_b8f198,10.1.78.133,GET,/admin/config,403,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,unauthorized_access,0
2026-05-28T08:00:21.537000,attack_directory_traversal_e9b5ad,10.3.95.49,GET,/api/export?file=....//....//etc/hosts,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,directory_traversal,0
2026-05-28T09:06:00.698000,malicious_ddos_tool_f7d855,10.1.225.95,GET,/api/search?q=laptop,200,curl/7.88.1,malicious_crawler,0
2026-05-28T08:00:25.598000,attack_directory_traversal_772fa0,10.5.89.24,GET,/api/backup?path=..%2f..%2fconfig,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,directory_traversal,0
2026-05-28T08:01:08.671000,attack_unauthorized_access_421f74,10.4.52.142,GET,/admin/logs,403,curl/7.88.1,unauthorized_access,0
2026-05-28T08:00:06.139000,attack_sql_injection_5f21ac,10.5.29.47,POST,/api/login?username=admin' OR '1'='1,200,Go-http-client/2.0,sql_injection,0
2026-05-28T08:00:33.669000,attack_directory_traversal_7a18b4,10.3.233.192,GET,/api/static/../../../etc/shadow,200,python-requests/2.31.0,directory_traversal,0
2026-05-28T09:25:41.262000,malicious_credential_stuffer_bf670d,10.2.5.212,POST,/api/login,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T09:52:01.178000,malicious_distributed_scraper_0629d5,10.2.4.214,GET,/api/product/1,200,Go-http-client/2.0,distributed_crawler,0
2026-05-28T09:51:12.491000,malicious_credential_stuffer_da7f77,10.5.132.222,POST,/api/login,403,curl/7.88.1,malicious_crawler,0
2026-05-28T08:40:53.085000,malicious_scraper_01c907,10.0.82.77,GET,/api/users/export,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T09:52:00.987000,malicious_distributed_scraper_b2c3db,10.2.10.253,GET,/api/checkout,200,python-requests/2.31.0,distributed_crawler,0
2026-05-28T08:01:01.396000,malicious_scraper_252d2d,10.5.82.137,GET,/api/products,200,curl/7.88.1,malicious_crawler,0
2026-05-28T09:59:34.801000,malicious_credential_stuffer_1e6126,10.2.8.155,POST,/api/login,401,curl/7.88.1,malicious_crawler,0
2026-05-28T08:36:02.999743,legit_fac687,8.8.8.225,GET,/api/comments,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),legit_crawler,0
2026-05-28T08:01:12.121000,attack_csrf_f2e8e4,10.5.30.9,GET,/api/change-password?new=evil123,200,Go-http-client/2.0,csrf,0
2026-05-28T09:26:39.868000,malicious_ddos_tool_d6c844,10.5.212.21,GET,/api/products,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T08:53:12.353000,malicious_scraper_52feac,10.0.12.116,GET,/api/payments,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T08:00:55.520000,attack_command_injection_1e67d5,10.5.221.223,GET,/api/exec?cmd=cat /etc/passwd,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,command_injection,0
2026-05-28T08:01:36.596000,attack_invalid_item_value_f16938,10.4.49.187,GET,/api/price?amount=0,200,Go-http-client/2.0,invalid_item_value,0
2026-05-28T09:54:08.194000,malicious_ddos_tool_4ff1ed,10.4.100.25,GET,/api/products,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T09:13:36.200000,malicious_distributed_scraper_a5691b,10.0.1.240,GET,/api/orders,200,python-requests/2.31.0,distributed_crawler,0
2026-05-28T08:01:04.198000,attack_sensitive_data_leakage_af6fca,10.1.102.67,GET,/api/config/database,200,curl/7.88.1,sensitive_data_leakage,0
2026-05-28T08:00:13.091000,attack_xss_96f57a,10.5.213.55,GET,/api/feedback?msg=<iframe src=javascript:alert(1)>,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,xss,0
2026-05-28T08:18:01.481840,normal_b7124d,192.168.1.6,GET,/api/products,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,normal,0
2026-05-28T09:10:43.283000,malicious_ddos_tool_a5101d,10.0.15.61,GET,/api/search?q=laptop,200,curl/7.88.1,malicious_crawler,0
2026-05-28T09:03:19.060000,malicious_scraper_738249,10.5.113.30,GET,/api/products,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T08:47:14.257000,malicious_scraper_0e340a,10.5.94.89,GET,/api/products,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T09:52:00.396000,malicious_distributed_scraper_9dded4,10.2.6.250,GET,/api/product,200,Go-http-client/2.0,distributed_crawler,0
2026-05-28T08:01:12.046000,attack_command_injection_08d684,10.4.206.172,GET,/api/run?command=ls -la,200,curl/7.88.1,command_injection,0
2026-05-28T08:01:54.618000,attack_invalid_item_value_736086,10.1.31.223,GET,/api/products?id=-1,200,python-requests/2.31.0,invalid_item_value,0
2026-05-28T08:02:01.056000,attack_ssrf_993c3c,10.2.89.237,GET,/api/redirect?url=http://internal-admin/,200,curl/7.88.1,ssrf,0
2026-05-28T08:02:08.633000,attack_performance_issue_84ed2e,10.3.49.48,GET,/api/products?page=1000000,200,python-requests/2.31.0,performance_issue,0
2026-05-28T09:40:03.229000,malicious_credential_stuffer_bb31dd,10.5.21.2,POST,/api/login,401,python-requests/2.31.0,malicious_crawler,0
2026-05-28T09:59:37.892000,malicious_credential_stuffer_1e6126,10.5.160.26,POST,/api/login,401,Go-http-client/2.0,malicious_crawler,0
2026-05-28T09:42:56.415000,malicious_ddos_tool_928b1a,10.1.22.202,GET,/api/search?q=laptop,200,curl/7.88.1,malicious_crawler,0
2026-05-28T09:42:57.459000,malicious_ddos_tool_928b1a,10.3.119.87,GET,/api/products,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T08:00:30.082000,attack_unauthorized_access_5bd4c8,10.1.132.101,GET,/admin/backups,403,Go-http-client/2.0,unauthorized_access,0
2026-05-28T09:06:21.785000,malicious_ddos_tool_e81022,10.4.135.68,GET,/api/products,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T08:00:05.155000,attack_sql_injection_651211,10.4.61.128,GET,/api/items/1 UNION SELECT * FROM users,200,python-requests/2.31.0,sql_injection,0
2026-05-28T08:00:52.174000,attack_directory_traversal_21267e,10.2.95.227,GET,/api/static/../../../etc/shadow,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,directory_traversal,0
2026-05-28T08:01:03.521000,attack_sensitive_data_leakage_848f30,10.1.49.80,GET,/api/.env,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,sensitive_data_leakage,0
2026-05-28T08:02:46.099000,attack_invalid_item_value_f51f6a,10.1.243.2,GET,/api/order?qty=-999,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,invalid_item_value,0
2026-05-28T08:02:22.674000,attack_performance_issue_050be4,10.4.151.184,GET,/api/products?page=1000000,200,Go-http-client/2.0,performance_issue,0
2026-05-28T08:00:08.614000,attack_sql_injection_baaf63,10.2.49.79,GET,/api/search?q='; DROP TABLE orders--,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,sql_injection,0
2026-05-28T08:01:42.590000,attack_ssrf_c79a5e,10.1.162.128,GET,/api/proxy?target=http://localhost:6379,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,ssrf,0
2026-05-28T08:00:37.190000,attack_directory_traversal_744d36,10.3.239.35,GET,/api/backup?path=..%2f..%2fconfig,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,directory_traversal,0
2026-05-28T08:02:00.506000,attack_performance_issue_028fde,10.5.7.223,GET,/api/export?format=csv&rows=999999,200,Go-http-client/2.0,performance_issue,0
2026-05-28T09:36:04.074426,legit_1b9248,8.8.8.61,GET,/api/comments,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),legit_crawler,0
2026-05-28T08:01:05.540000,attack_sensitive_data_leakage_415910,10.5.121.134,GET,/api/actuator/health,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,sensitive_data_leakage,0
2026-05-28T09:24:54.913000,malicious_distributed_scraper_9773df,10.1.5.189,GET,/api/items/2,200,python-requests/2.31.0,distributed_crawler,0
2026-05-28T08:06:23.119133,legit_67c469,8.8.10.216,GET,/api/product/1,200,Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm),legit_crawler,0
2026-05-28T08:00:27.500000,attack_xss_4e765f,10.3.210.220,GET,/api/profile?name=<img src=x onerror=alert(1)>,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,xss,0
2026-05-28T08:53:05.735000,malicious_ddos_tool_a590fe,10.2.32.130,GET,/api/products,200,curl/7.88.1,malicious_crawler,0
2026-05-28T08:00:04.121000,attack_sql_injection_1a909d,10.3.156.245,GET,/api/items/1 UNION SELECT * FROM users,200,python-requests/2.31.0,sql_injection,0
2026-05-28T08:00:03.534000,attack_sql_injection_318c65,10.1.38.179,GET,/api/products?id=1 AND 1=1,200,Go-http-client/2.0,sql_injection,0
2026-05-28T08:02:42.070000,attack_invalid_item_value_9b0a7f,10.4.155.127,GET,/api/price?amount=0,200,python-requests/2.31.0,invalid_item_value,0
2026-05-28T08:02:43.115000,attack_invalid_item_value_901cfe,10.5.140.127,GET,/api/items/abc!@#,200,python-requests/2.31.0,invalid_item_value,0
2026-05-28T08:14:42.953000,malicious_scraper_d74e15,10.1.95.50,GET,/api/items/3,200,python-requests/2.31.0,malicious_crawler,0
2026-05-28T08:24:20.876230,normal_05f6cf,192.168.7.54,GET,/api/items/2,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,normal,0
2026-05-28T09:20:26.455000,malicious_scraper_3009d7,10.1.21.73,GET,/api/product,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T09:20:21.785000,malicious_scraper_3009d7,10.4.46.80,GET,/api/comments?page=2,200,curl/7.88.1,malicious_crawler,0
2026-05-28T08:00:21.067000,attack_xss_1d04ae,10.4.11.109,GET,/api/feedback?msg=<iframe src=javascript:alert(1)>,200,curl/7.88.1,xss,0
2026-05-28T08:00:48.645000,attack_directory_traversal_92dd6b,10.5.74.202,GET,/api/view?name=../../proc/self/environ,200,python-requests/2.31.0,directory_traversal,0
2026-05-28T08:00:08.501000,attack_sql_injection_9fe2c1,10.5.220.57,GET,/api/items/1 UNION SELECT * FROM users,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,sql_injection,0
2026-05-28T08:00:01.671000,attack_sql_injection_0e9ee5,10.1.0.186,GET,/api/products?id=1 AND 1=1,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,sql_injection,0
2026-05-28T08:46:13.433809,legit_8c83eb,8.8.1.114,GET,/api/product/1,200,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),legit_crawler,0
2026-05-28T08:01:28.112000,attack_performance_issue_425780,10.2.152.70,GET,/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0/api/comments?sort=0,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,performance_issue,0
2026-05-28T08:05:04.156858,legit_93c2a2,8.8.8.123,GET,/api/products,200,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),legit_crawler,0
2026-05-28T08:00:55.587000,attack_unauthorized_access_875725,10.2.183.222,GET,/api/users/export,200,Go-http-client/2.0,unauthorized_access,0
2026-05-28T08:01:51.125000,attack_performance_issue_22ae6c,10.1.224.221,GET,/api/report?year=2099&month=13,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15,performance_issue,0
2026-05-28T09:24:55.909000,malicious_distributed_scraper_037578,10.1.6.225,GET,/api/items/1,200,Go-http-client/2.0,distributed_crawler,0
2026-05-28T08:02:39.033000,attack_invalid_item_value_0bd71c,10.1.158.59,GET,/api/order?qty=-999,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/118.0,invalid_item_value,0
2026-05-28T08:49:29.684000,malicious_scraper_d36a00,10.0.204.132,GET,/api/items/2,200,Go-http-client/2.0,malicious_crawler,0
2026-05-28T09:06:01.041000,malicious_ddos_tool_f7d855,10.5.110.130,GET,/api/products,200,python-requests/2.31.0,malicious_crawler,0
